Site,Quadrat,Species
K2UL,16,Fallopia japonica
K2UL,16,Matteuccia struthiopteris
K2UL,17,Apios americana
K2UL,17,Fallopia japonica
K2UL,17,Matteuccia struthiopteris
K2UL,17,Parthenocissus quinquefolia
K2UL,18,Matteuccia struthiopteris
K2UL,18,Parthenocissus quinquefolia
K2UL,19,Laportea canadensis
K2UL,19,Parthenocissus quinquefolia
K2UL,20,Laportea canadensis
K2UL,20,Parthenocissus quinquefolia
K2UL,20,Solidago gigantea
K2UL,W,Acer negundo
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Acer platanoides
K2UL,W,Fraxinus americana
K2UL,W,Fraxinus americana
K2UL,W,Populus deltoides
K2UL,W,Quercus rubra
K2UL,W,Rhamnus cathartica
K2UL,W,Robinia pseudoacacia
K2UL,W,Rosa multiflora
K2UL,W,Rosa multiflora
K2UL,W,Ulmus rubra
